Area Code,Item Code,Element Code,Element Name,Num_1995,Symb_1995,Num_1996,Symb_1996,Num_1997,Symb_1997,Num_1998,Symb_1998,Num_1999,Symb_1999,Num_2000,Symb_2000,Num_2001,Symb_2001,Num_2002,Symb_2002,Num_2003,Symb_2003,Num_2004,Symb_2004,Num_2005,Symb_2005,Num_2006,Symb_2006,Num_2007,Symb_2007
1,16,41,Extr Rate (Hg/Mt),7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C
1,16,51,Production (Mt),319800,C,285480,C,269100,C,285480,C,343200,C,312000,C,348660,C,319800,C,358800,C,376740,C,357240,C,370500,C,323700, 
1,19,41,Extr Rate (Hg/Mt),300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C
1,19,51,Production (Mt),12300,C,10980,C,10350,C,10980,C,13200,C,12000,C,13410,C,12300,C,13800,C,14490,C,13740,C,14250,C,12450,C
2,16,41,Extr Rate (Hg/Mt),9000,F,9000,F,9000,F,9000,F,9000,F,9000,F,9000,F,9000,F,9000,F,9000,F,9000,F,9000,F,9000,F
2,16,51,Production (Mt),1581075,C,1862514,C,1975671,C,2026534.5,C,2134381.5,C,2082406.5,C,1853037,C,1871820,C,2229408,C,2517587,C,2397789,C,2569695.25,C,2953069.25,C
3,16,41,Extr Rate (Hg/Mt),7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C
3,16,51,Production (Mt),340022.031,C,228453.422,C,213868.203,C,183195.484,C,205438.75,C,235469.516,C,229766.938,C,221340.594,C,256222.984,C,258193.266,C,262058.156,C,262654.094,C,262592.469,C
4,16,41,Extr Rate (Hg/Mt),7700,C,7700,C,7700,C,7700,C,7700,C,7700,C,7700,C,7700,C,7700,C,7700,C,7700,C,7700,C,7700,C
4,16,51,Production (Mt),3386673.25,C,3412178.25,C,3296784,C,4179146.75,C,4461147.5,C,4242195.5,C,4547850,C,4611579.5,C,4907969.5,C,4845831,C,4968741.5,C,4766352.5,C,4769615,C
4,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
4,18,51,Production (Mt),3610.328,C,3437.28,C,4139.112,C,4449.165,C,4499.138,C,4176.517,C,4336.04,C,4401.707,C,4669.356,C,4655.943,C,4720.759,C,4528.434,C,4531.519,C
4,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
4,20,51,Production (Mt),135.387,C,128.898,C,130.709,C,140.5,C,142.078,C,131.89,C,136.928,C,139.001,C,147.453,C,147.03,C,149.077,C,143.003,C,143.101,C
4,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
4,22,51,Production (Mt),767.195,C,730.422,C,87.139,C,93.667,C,94.719,C,87.927,C,91.285,C,92.668,C,98.302,C,98.02,C,99.384,C,95.335,C,95.4,C
7,16,41,Extr Rate (Hg/Mt),7683.683,C,7700.194,C,7638.507,C,7705.177,C,7717.038,C,7653.686,C,7807.642,C,7808.78,C,7752.762,C,7717.943,C,7800.722,C,7807.62,C,7994.133,C
7,16,51,Production (Mt),38900,F,37000,F,35500,F,32700,F,21500,F,12500,F,14000,F,12200,F,51300,F,56500,F,23000,F,25000,F,21800,F
7,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
7,18,51,Production (Mt),464.75,C,495,C,517.5,C,519.25,C,536.25,C,599.5,C,473.688,C,677.422,C,795.485,C,865.487,C,853.07,C,957.585,C,888.18,C
7,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
7,20,51,Production (Mt),557.7,C,594,C,621,C,623.1,C,643.5,C,719.4,C,568.425,C,812.907,C,954.582,C,1038.585,C,1023.684,C,1149.102,C,1065.816,C
8,16,41,Extr Rate (Hg/Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
9,16,41,Extr Rate (Hg/Mt),7410.071,C,7409.775,C,7405.32,C,7404.216,C,7407.042,C,7408.864,C,7410.667,C,7407.189,C,7406.789,C,7400.918,C,7402.322,C,7405.368,C,7402.638,C
9,16,51,Production (Mt),3283000, ,3538000, ,3640100, ,3739200, ,3605300, ,3595300, ,3536700, ,3550000, ,3793000, ,3702580, ,3720390, ,3655000,F,4150000,F
9,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
9,18,51,Production (Mt),0,C,0,C,4500,C,13000,C,3500,C,3150,C,4300,C,7000,C,15900,C,17000,C,31200,C,44300,C,35500,C
9,20,41,Extr Rate (Hg/Mt),12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C,12500,C
9,20,51,Production (Mt),0,C,0,C,75,C,150,C,0,C,0,C,0,C,5375,C,15450,C,12750,C,14000,C,17125,C,18750,C
9,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
9,22,51,Production (Mt),17000,C,15000,C,27700,C,36200,C,20200,C,21600,C,21200,C,22850,C,21350,C,20100,C,25500,C,28500,C,31500,C
10,16,41,Extr Rate (Hg/Mt),7297.84,C,7299.717,C,7299.908,C,7298.063,C,7299.676,C,7299.771,C,7300.725,C,7299.421,C,7299.444,C,7300,C,7300,C,7300,C,7299.957,C
10,16,51,Production (Mt),1453000,*,1549000,*,1587000,*,1545000,*,1576000,*,1595000,*,1612000,*,1765000,*,1838000,*,1709660,*,1723530,*,1669510,*,1706000,*
10,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
10,18,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,T,0,T,0,T,0,T,0,T,0,T,0,T
10,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
10,19,51,Production (Mt),39820,C,42440,C,43480,C,42340,C,43180,C,43700,C,44160,C,48360,C,50360,C,46840,C,47220,C,45740,C,46740,C
10,20,41,Extr Rate (Hg/Mt),13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C
10,20,51,Production (Mt),0,C,0,T,5460,C,3510,C,1170,C,0,C,0,T,0,T,0,T,0,T,0,T,0,T,0,T
10,22,41,Extr Rate (Hg/Mt),13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C,13000,C
10,22,51,Production (Mt),0,C,3250,C,1040,C,780,C,0,C,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T
11,16,41,Extr Rate (Hg/Mt),8051, ,8031, ,7149, ,8033, ,8025, ,8011, ,8014, ,8041, ,8055, ,8055, ,8049, ,8050,F,8050,F
11,16,51,Production (Mt),399040.562,C,428396.031,C,337101.094,C,471879.312,C,451423.906,C,467919.312,C,458648.438,C,479838.625,C,489209.125,C,492406.156,C,515388.719,C,517965.969,C,525787.375,C
11,19,41,Extr Rate (Hg/Mt),100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C
11,19,51,Production (Mt),4956.41,C,5334.28,C,4715.36,C,5874.26,C,5625.22,C,5840.96,C,5723.09,C,5967.4,C,6073.36,C,6113.05,C,6403.14,C,6434.36,C,6531.52,C
11,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
11,22,51,Production (Mt),2076.393,C,2228.625,C,1778.48,C,2496.447,C,2404.399,C,2496.497,C,2483.812,C,2585.158,C,2641.511,C,2675.006,C,2824.049,C,2900.67,C,2919.657,C
12,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
12,16,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,1365,C,37.5,C,0, ,0,T,0,T
13,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
13,16,51,Production (Mt),46834.5,C,42664.5,C,43934.688,C,81586.5,C,78592.5,C,34726.441,C,44720.289,C,49128.879,C,17869.957,C,32827.266,C,62304.25,C,10803.835,C,2290.41,C
14,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7518.797,C,7509.881,C,7500,C,7500,C,7500,C,7500,C,7500,C,7501.876,C,7500,C,7500,C,7500,C
14,16,51,Production (Mt),12000,F,7500,F,10000,F,19000,F,13500,F,15750,F,14475,F,18000,F,18750,F,20000,F,15000,F,12975,F,14250,F
14,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
14,18,51,Production (Mt),1151.12,C,1166.64,C,1371.84,C,1651.2,C,1445.12,C,1425.84,C,1373.76,C,1554.24,C,1615.2,C,1703.68,C,1009.62,C,879.9,C,997.26,C
14,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
14,20,51,Production (Mt),690.672,C,699.984,C,823.104,C,990.72,C,867.072,C,855.504,C,824.256,C,932.544,C,969.12,C,1022.208,C,807.696,C,703.92,C,797.808,C
14,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
14,22,51,Production (Mt),1151.12,C,1166.64,C,1371.84,C,1651.2,C,1445.12,C,1425.84,C,1373.76,C,1554.24,C,1615.2,C,1703.68,C,1682.7,C,1466.5,C,1662.1,C
15,16,41,Extr Rate (Hg/Mt),7587, ,7143, ,7143, ,7143, ,7143, ,7143,F,7143,F,7143,F,7143,C,7143,C,7143,C,7143,C,7143,C
15,16,51,Production (Mt),1600857,C,1735749,C,1860751.625,C,1745034.875,C,1814322,C,1771464.125,C,1728606,C,1728606,C,1728606,T,1728606,T,1728606,T,1728606,T,1728606,T
15,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,0, ,0, ,0, ,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
15,18,51,Production (Mt),1000,C,8000,C,6000,C,0, ,0, ,0, ,6000,C,6000,C,6000,C,6000,C,6000,C,6000,C,6000,C
15,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
15,19,51,Production (Mt),42200,C,48600,C,52100,C,48860,C,50800,C,49600,C,48400,C,48400,C,48400,C,48400,C,48400,C,48400,C,48400,C
15,22,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
15,22,51,Production (Mt),96000,C,90000,C,122400,C,133200,C,144000,C,170400,C,158400,C,158400,C,158400,T,158400,T,158400,T,158400,T,158400,T
16,16,41,Extr Rate (Hg/Mt),9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C
16,16,51,Production (Mt),2101500,C,2214000,C,2762100,C,2522700,C,3480300,C,2808000,C,2249100,C,2798100,C,2701800,C,2813400,C,2658600,C,2422800,C,2126700,C
16,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
16,18,51,Production (Mt),946.172,C,996.998,C,1245.573,C,1165.59,C,1596.735,C,1319.85,C,1059.345,C,1267.926,C,1224.841,C,1128.856,C,1072.637,C,969.424,C,851.037,C
16,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
16,20,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,282.214,C,268.159,C,242.356,C,212.759,C
16,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
16,22,51,Production (Mt),946.172,C,996.998,C,1245.573,C,1165.59,C,1596.735,C,1319.85,C,1059.345,C,1267.926,C,1224.841,C,1128.856,C,1072.637,C,969.424,C,851.037,C
18,16,41,Extr Rate (Hg/Mt),9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C
18,16,51,Production (Mt),13752.72,C,20821.824,C,25922.16,C,16317.36,C,24030.072,C,8324.352,C,3507.336,C,4225.176,C,3531.73,C,7371,C,8823.168,C,5695.373,C,5563.455,C
19,16,41,Extr Rate (Hg/Mt),7206.248,C,7211.724,C,7135.398,C,7182.901,C,7156.258,C,7160.923,C,7183.057,C,7183.908,C,7185.185,C,7200,C,7179.487,C,7163.121,C,7153.846,C
19,16,51,Production (Mt),203000,F,187000,F,205000,F,205000,F,267000,F,226500,F,242500,F,250000,F,291000,F,252000,F,224000,F,202000,F,186000,F
19,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
19,18,51,Production (Mt),1900,C,1900,C,120,C,1450,C,650,C,750,C,1400,C,2000,C,1500,C,1500,C,1500,C,1500,C,4000,C
19,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
19,19,51,Production (Mt),5634,C,5186,C,5746,C,5708,C,7462,C,6326,C,6752,C,6960,C,8100,C,7000,C,6240,C,5640,C,5200,C
20,16,41,Extr Rate (Hg/Mt),8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
20,16,51,Production (Mt),43426.367,C,29805.207,C,37493.883,C,29750.496,C,26913.6,C,24210.24,C,25452.512,C,1214.184,C,22301.943,C,13931.08,C,12448.048,C,15538.88,C,38810.719,C
20,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
20,19,51,Production (Mt),1085.659,C,745.13,C,937.347,C,743.762,C,672.84,C,605.256,C,636.313,C,30.355,C,557.549,C,348.277,C,311.201,C,388.472,C,970.268,C
20,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
20,22,51,Production (Mt),1700,C,1000,C,0,C,1000,C,1500,C,4000,C,3000,C,3000,C,3000,C,3000,C,3000,C,3000,C,3000,C
21,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
21,16,51,Production (Mt),5877661.5,C,5397393.5,C,5169619.5,C,5396097,C,5788877,C,5400818.5,C,6256863,C,6281586.5,C,7123139,C,6834477.5,C,7070667,C,7103597,C,6856039.5,C
21,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
21,18,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M,0,M
21,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
21,20,51,Production (Mt),0,M,0,M,0,M,0,M,0,M,0,M,36,C,324,C,402,C,672,C,588,C,480,C,600,C
21,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
21,22,51,Production (Mt),0,C,0,C,0,C,0,C,7500,C,17400,C,19400,C,9400,C,19215,C,30950,C,29150,C,32000,C,28000,C
23,16,41,Extr Rate (Hg/Mt),7706.071,C,7740.176,C,7703.557,C,7702.838,C,7731.958,C,7701.667,C,7280.563,C,7483.683,C,7489.432,C,7506.114,C,7578.126,C,7590.912,C,7735.381,C
23,16,51,Production (Mt),9600,F,10300,F,10510,F,11535,F,11625,F,11950,F,12500,F,14800,F,14900,F,14200,F,15100,F,11100,F,11300,F
25,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
25,16,51,Production (Mt),3384,C,3168,C,5904,C,6264,C,6120,C,6480,C,6120,C,6297.12,C,5888.88,C,4448.88,C,5981.76,C,6000.48,C,6832.08,C
26,16,41,Extr Rate (Hg/Mt),8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
26,16,51,Production (Mt),160,C,184,C,152,C,122.4,C,72,C,112,C,88,C,92.8,C,73.6,C,33.6,C,7.2,C,0,C,0,C
26,20,41,Extr Rate (Hg/Mt),10000, ,10000, ,10000, ,10000, ,10000, ,10000, ,10000, ,10000, ,10000, ,10000, ,10000, ,10000, ,10000, 
26,20,51,Production (Mt),246.32,C,230.44,C,213.44,C,208.896,C,230.88,C,198.48,C,279.52,C,188.472,C,181.744,C,206.064,C,236.968,C,244.04,C,247.08,C
27,16,41,Extr Rate (Hg/Mt),7301.943,C,7297.749,C,7299.904,C,7299.035,C,7300.509,C,7302.867,C,7301.87,C,7300,C,7297.552,C,7292.818,C,7299.578,C,7284.21,C,6831.276,C
27,16,51,Production (Mt),977000, ,875000, ,757000, ,681000, ,860000,F,815000,F,820000,F,803000,F,775000,F,660000,F,692000,F,692000,F,664000,F
27,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
27,18,51,Production (Mt),22000,C,20000,C,8000,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,T,0,T
27,19,41,Extr Rate (Hg/Mt),30,C,30,C,30,C,30,C,30,C,30,C,30,C,30,C,30,C,30,C,30,C,30,C,30,C
27,19,51,Production (Mt),4014,C,3597,C,3111,C,2799,C,3534,C,3348,C,3369,C,3300,C,3186,C,2715,C,2844,C,2850,C,2916,C
27,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
27,20,51,Production (Mt),0,M,0,M,0,M,500,C,500,C,1000,C,1000,C,4000,C,5000,C,6000,C,7000,C,14000,C,8000,C
27,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
27,22,51,Production (Mt),0,M,0,M,5000,C,4000,C,0,C,0,C,7000,C,10000,C,8000,C,5000,C,8000,C,44000,C,19000,C
28,16,41,Extr Rate (Hg/Mt),7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C
28,16,51,Production (Mt),60104.945,C,51943.34,C,64687.512,C,68764.797,C,81817.797,C,71110.102,C,111023.992,C,94980.32,C,114801.648,C,158888.797,C,204235.125,C,158312.531,C,172529.5,C
29,16,41,Extr Rate (Hg/Mt),8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C,8200,C
29,16,51,Production (Mt),9236.324,C,6376.074,C,6799.481,C,6961.062,C,4819.986,C,4093.674,C,6770.207,C,5896.005,C,6945.646,C,8956.778,C,6876.93,C,7846.457,C,9302.49,C
32,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
32,16,51,Production (Mt),33742.664,C,25994.984,C,79152.117,C,100186.992,C,153627.438,C,164181.969,C,193646.891,C,202571.656,C,192242.203,C,192363.812,C,220949.656,C,217648.281,C,204689.156,C
32,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
32,18,51,Production (Mt),1615.813,C,1769.92,C,3193.183,C,2504.4,C,3616.189,C,3283.639,C,4422.418,C,4475.073,C,4069.224,C,4033.596,C,4657.053,C,4602.646,C,4428.523,C
33,16,41,Extr Rate (Hg/Mt),7318.868,C,7031.601,C,7412.886,C,7214.128,C,7412.587,C,7510.139,C,7642.38,C,7631.333,C,7643.514,C,7570.093,C,7501.54,C,7615.361,C,7537.557,C
33,16,51,Production (Mt),1990000, ,2002600, ,2111190, ,2164960, ,2237860, ,2318380, ,2402000, ,2455000, ,2410000, ,2430000, ,2435000, ,2459000, ,2308000, 
33,18,41,Extr Rate (Hg/Mt),0, ,0, ,0, ,0, ,0, ,0, ,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
33,18,51,Production (Mt),0,F,0,F,0,F,0,F,0,F,0,F,0,F,0,F,0,F,0,F,0,F,0,C,0,C
33,19,41,Extr Rate (Hg/Mt),150,C,150,C,150,C,150,C,150,C,150,C,150,C,150,C,150,C,150,C,150,C,150,C,150,C
33,19,51,Production (Mt),40785,C,42720,C,42720,C,45015,C,45285,C,46305,C,47145,C,48255,C,47295,C,48150,C,48690,C,48435,C,45930,C
33,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
33,20,51,Production (Mt),63960,C,74760,C,65400,C,26760,C,39120,C,57960,C,76680,C,87000,C,125640,C,132600,C,133800,C,123960,C,118560,C
33,22,41,Extr Rate (Hg/Mt),0, ,0, ,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
33,22,51,Production (Mt),0,F,0,F,10000,C,30000,C,57000,C,60000,C,55000,C,40000,C,40000,C,40000,C,40000,C,40000,C,18000,C
35,16,41,Extr Rate (Hg/Mt),8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
35,16,51,Production (Mt),16311.24,C,16465.68,C,17732.881,C,15578.64,C,13636.656,C,17577.648,C,12950.784,C,15977.016,C,15127.2,C,18374.4,C,14570.656,C,17303.615,C,18746.641,C
35,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
35,20,51,Production (Mt),399.342,C,410.176,C,426.117,C,375.063,C,331.528,C,493.384,C,317.347,C,387.864,C,379.589,C,463.762,C,430.168,C,500.199,C,463.815,C
37,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
37,16,51,Production (Mt),9.576,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,38.304,C,38.304,C,38.304,C,38.304,C
38,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
38,16,51,Production (Mt),731047.688,C,669604.312,C,622094.75,C,498730.25,C,667729.688,C,533296.125,C,634473.188,C,650509.688,C,672229.812,C,700000,C,616683.938,C,787508.188,C,749938.938,C
38,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
38,20,51,Production (Mt),87.737,C,80.366,C,75.932,C,65.869,C,83.061,C,68.166,C,76.897,C,79.421,C,81.833,C,84.418,C,92.086,C,94.561,C,90.751,C
38,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
38,22,51,Production (Mt),1827.844,C,1674.288,C,1581.922,C,1372.263,C,1730.447,C,1420.122,C,1602.028,C,1654.604,C,1704.862,C,1758.713,C,1918.45,C,1970.023,C,1890.637,C
39,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
39,16,51,Production (Mt),1934.445,C,1902.75,C,3292.95,C,3396.765,C,2564.663,C,1905.367,C,1983,C,2865,C,2049.15,C,277.425,C,10494.218,C,27386.773,C,19002.254,C
40,16,41,Extr Rate (Hg/Mt),7594.911,C,7785.333,C,7770.604,C,7703.693,C,7639.415,C,7677.908,C,7643.028,C,7643.312,C,7612.903,C,7643.312,C,7641.509,C,7643.75,C,7643.75,C
40,16,51,Production (Mt),1110300, ,1122100, ,1131400, ,1145000, ,1128800, ,1136100, ,1182300, ,1200000,F,1180000,F,1200000,F,1215000,F,1223000,F,1223000,F
40,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
40,18,51,Production (Mt),25700,C,38000,C,53500,C,35000,C,8700,C,4000,C,7000,C,4000,C,4000,C,8000,C,4000,C,4000,C,4000,C
40,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
40,22,51,Production (Mt),6200,C,6200,C,4500,C,3000,C,5000,C,5000,C,7000,C,4000,C,4000,C,4000,C,4000,C,4000,C,4000,C
41,16,41,Extr Rate (Hg/Mt),7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C
41,16,51,Production (Mt),77728560,C,77708280,C,77220000,C,77220000,C,76330800,C,74731800,C,73859760,C,72370744,C,71463600,C,71371560,C,70980000,C,70590000,C,70356000,C
41,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
41,18,51,Production (Mt),1889818.25,C,1889590.875,C,1877933,C,1877877.375,C,1856226.25,C,1817021.875,C,1795979,C,1759266.875,C,1726404.25,C,1724234.75,C,1714852,C,1140180.625,C,1111894.875,C
41,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
