Area Code,Item Code,Element Code,Element Name,Num_1995,Symb_1995,Num_1996,Symb_1996,Num_1997,Symb_1997,Num_1998,Symb_1998,Num_1999,Symb_1999,Num_2000,Symb_2000,Num_2001,Symb_2001,Num_2002,Symb_2002,Num_2003,Symb_2003,Num_2004,Symb_2004,Num_2005,Symb_2005,Num_2006,Symb_2006,Num_2007,Symb_2007
84,22,51,Production (Mt),9000,C,9000,C,9000,C,30000,C,33750,C,33750,C,34500,C,34500,C,37500,C,34500,C,34500,C,34500,C,34500,C
86,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
86,16,51,Production (Mt),6313.867,C,5102.165,C,5474.174,C,6213.6,C,13963.68,C,13095.36,C,9514.08,C,11047.421,C,9037.872,C,7665.12,C,10713.24,C,10951.186,C,9424.253,C
87,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
87,16,51,Production (Mt),37566.027,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C
89,16,41,Extr Rate (Hg/Mt),7272.728,C,7300,C,7200,C,7210.526,C,7222.222,C,7188.406,C,7200,C,7200,C,7200,C,7200,C,7200.001,C,7200,C,7200,C
89,16,51,Production (Mt),200000,F,219000,F,252000,F,274000,F,260000,F,248000,F,288000,F,288000,F,302400,F,331200,F,338400,F,345600,F,345600,F
89,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
89,18,51,Production (Mt),803.152,C,2667.312,C,1535.892,C,1393.16,C,1571.713,C,999.062,C,1162.584,C,2280,C,1315.124,C,1216,C,1213,C,5300,C,9300,C
89,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
89,20,51,Production (Mt),3373.238,C,800.194,C,6450,C,4347.6,C,943.028,C,4196.4,C,4882.853,C,5472,C,5523.521,C,5109.6,C,5095.2,C,4320,C,4320,C
89,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
89,22,51,Production (Mt),401.576,C,3334.14,C,767.946,C,557.264,C,5500.996,C,499.531,C,581.292,C,760,C,657.562,C,31500,C,46200,C,40500,C,45500,C
90,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
90,16,51,Production (Mt),35474.25,C,33675,C,20666.25,C,15750,C,37807.5,C,50049.445,C,36483.75,C,61853.246,C,76080.75,C,36786,C,48927,C,70681.5,C,27286.5,C
91,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
91,16,51,Production (Mt),28080,C,28124.998,C,29528.25,C,28481.25,C,28068.75,C,28971,C,29090.25,C,30426.748,C,30691.959,C,31257.164,C,31791.316,C,29561.895,C,29100.352,C
93,16,41,Extr Rate (Hg/Mt),7647.059,C,7622.951,C,7631.579,C,7573.15,C,7537.688,C,7776.413,C,7413.249,C,7500.481,C,7501.51,C,7499.576,C,7598.107,C,7600.527,C,7599.633,C
93,16,51,Production (Mt),6500,F,9300,F,5800,F,44000,F,75000,F,126600,F,141000,F,151800,F,135400,F,150200,F,151700,F,151800,F,152400,F
95,16,41,Extr Rate (Hg/Mt),7474.135,C,7410.978,C,7381.438,C,7503.546,C,7485.17,C,7522.353,C,7514.342,C,7502.033,C,7500.522,C,7501.669,C,7503.432,C,7504.293,C,7500,C
95,16,51,Production (Mt),99406, ,98566, ,102602, ,105800, ,110032, ,115092, ,114218, ,118082, ,114908, ,121302, ,128984, ,131100, ,138000, 
96,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
96,16,51,Production (Mt),57708.734,C,25502.43,C,13072.652,C,11157.955,C,7949.707,C,10264.363,C,7345.886,C,6069.441,C,6545.045,C,5175.706,C,6225.379,C,4508.035,C,4436.942,C
96,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
96,20,51,Production (Mt),428.181,C,405.138,C,378.385,C,334.819,C,344.434,C,341.772,C,332.632,C,330.807,C,325.148,C,337.875,C,344.447,C,353.292,C,373.726,C
96,22,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
96,22,51,Production (Mt),2676.129,C,2532.113,C,2364.908,C,2092.619,C,2152.712,C,2136.073,C,2078.951,C,2067.545,C,2032.177,C,2111.721,C,2152.792,C,2208.073,C,2335.787,C
97,16,41,Extr Rate (Hg/Mt),7597.644,C,7598.361,C,7597.493,C,7777.521,C,7597.095,C,7669.926,C,7605.732,C,7481.481,C,7518.248,C,7480.315,C,7480.315,C,7478.07,C,7500,C
97,16,51,Production (Mt),1225500,*,1019700,*,1091000,*,1010300,*,993700,*,1017339,*,965928,*,1010000,F,1030000,F,950000,F,950000,F,1023000,F,1012500,C
97,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
97,18,51,Production (Mt),43500,C,3300,C,44100,C,40000,C,5000,C,2300,C,2200,C,200,C,0,C,0,T,0,T,0,T,0,T
97,19,41,Extr Rate (Hg/Mt),35,C,35,C,35,C,35,C,35,C,35,C,35,C,35,C,35,C,35,C,35,C,35,C,35,C
97,19,51,Production (Mt),5645.5,C,4697,C,5026,C,4546.5,C,4578,C,4642.4,C,4445,C,4725,C,4795,C,4445,C,4445,C,5050.85,C,4725,C
97,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
97,20,51,Production (Mt),500,C,200,C,100,C,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,T,0,T,0,T
97,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
97,22,51,Production (Mt),0,C,6500,C,6500,C,6000,C,3000,C,3000,C,0, ,0, ,0, ,0, ,0,T,0,T,0,T
98,16,41,Extr Rate (Hg/Mt),7192.089,C,7199.269,C,7199.599,C,7258.293,C,7465.053,C,7347.383,C,7340.784,C,7311.442,C,7266.781,C,7200,C,7200,C,7200,C,7200,C
98,16,51,Production (Mt),323644, ,314896, ,305263, ,297643, ,296544, ,276424, ,278916, ,299038, ,297938, ,296640,C,298800,C,291600,C,298800,C
98,19,41,Extr Rate (Hg/Mt),200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C,200,C
98,19,51,Production (Mt),9000,C,8748,C,8480,C,8201.46,C,7944.86,C,7524.42,C,7599.08,C,8180,C,8200,C,8240,C,8300,C,8100,C,8300,C
98,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
98,22,51,Production (Mt),5000,C,6500,C,5500,C,7500,C,3500,C,2000,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C
99,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
99,16,51,Production (Mt),10286.64,C,8040.24,C,10283.04,C,9567.36,C,8019.36,C,8431.927,C,9668.88,C,9702.72,C,12443.04,C,12586.32,C,12165.12,C,12944.88,C,11955.6,C
100,16,41,Extr Rate (Hg/Mt),9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C,9000,C
100,16,51,Production (Mt),52995756,C,51633432,C,54228944,C,56348068,C,57521120,C,61901008,C,59635568,C,60649920,C,58277096,C,58072664,C,56103264,C,59758096,C,62468080,C
100,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
100,18,51,Production (Mt),5299.623,C,5163.676,C,5423.098,C,5635.417,C,5752.37,C,6190.591,C,5963.729,C,6065.05,C,8742.232,C,6969.474,C,11221.144,C,8964.573,C,9370.329,C
100,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
100,20,51,Production (Mt),6359.548,C,6196.412,C,6507.717,C,6762.5,C,6902.844,C,7428.709,C,7156.475,C,7278.061,C,10490.679,C,8363.368,C,13465.372,C,10757.488,C,11244.395,C
100,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
100,22,51,Production (Mt),31797.738,C,30982.057,C,32538.586,C,33812.5,C,34514.219,C,37143.543,C,35782.375,C,36390.301,C,52453.398,C,48786.312,C,78548.008,C,62752.016,C,65592.305,C
101,16,41,Extr Rate (Hg/Mt),7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C,7200,C
101,16,51,Production (Mt),2831455.5,C,2874796.75,C,2522559.5,C,2398861,C,1894426.375,C,2506315.25,C,1897825.5,C,2981904.75,C,2440633.5,C,3165191,C,3083318.25,C,3190032,C,3193820.75,C
101,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
101,18,51,Production (Mt),11958.266,C,11580.768,C,10152.762,C,9691.107,C,18106.869,C,23723.736,C,30650.838,C,26603.412,C,35806.996,C,27781.975,C,42736.012,C,44727.469,C,45304.27,C
101,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
101,20,51,Production (Mt),5979.133,C,5790.384,C,5076.381,C,4845.554,C,9053.435,C,11861.868,C,15325.419,C,13301.706,C,17903.498,C,13890.987,C,21368.006,C,22363.734,C,22652.135,C
101,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
101,22,51,Production (Mt),11958.266,C,11580.768,C,10152.762,C,9691.107,C,18106.869,C,23723.736,C,30650.838,C,26603.412,C,35806.996,C,27781.975,C,42736.012,C,44727.469,C,45304.27,C
102,16,41,Extr Rate (Hg/Mt),8800,C,8800,C,8800,C,8800,C,8800,C,8800,C,8800,C,8800,C,8800,C,8800,C,8800,C,8800,C,8800,C
102,16,51,Production (Mt),7969280,C,8793840,C,9891200,C,9565601,C,9944000,C,10120000,C,10595200,C,9899999,C,9680000,C,10137600,C,9882401,C,9680000,C,9680000,C
102,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
102,18,51,Production (Mt),110127.859,C,122224.391,C,118832.398,C,95656,C,99440,C,101200.25,C,105952,C,99000,C,96823.453,C,101376,C,98824.07,C,77440,C,77440,C
102,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
102,20,51,Production (Mt),1915.267,C,2125.642,C,2376.648,C,2295.744,C,2386.56,C,2428.806,C,2542.848,C,2376,C,2323.763,C,2433.024,C,2371.778,C,2323.2,C,2323.2,C
102,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
102,22,51,Production (Mt),47881.68,C,53141.039,C,73279.977,C,89916.641,C,93473.602,C,95128.234,C,99594.883,C,93060,C,87141.109,C,91238.398,C,88941.664,C,106480,C,106480,C
103,16,41,Extr Rate (Hg/Mt),8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C
103,16,51,Production (Mt),1238484,C,1347556,C,1771223.25,C,2005483.125,C,2156219.5,C,2152786.75,C,2313198.5,C,2541232,C,2187968.25,C,2327923.75,C,1576899.625,C,2059832,C,2714589.5,C
103,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
103,22,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C
104,16,41,Extr Rate (Hg/Mt),7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C,7300,C
104,16,51,Production (Mt),204400,C,189800,C,197100,C,167900,C,186150,C,189800,C,189800,C,149650,C,149650,C,160600,C,189800,C,171550,C,189800,C
104,18,41,Extr Rate (Hg/Mt),0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,10000,C,10000,C
104,18,51,Production (Mt),0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,T,0,T
104,20,41,Extr Rate (Hg/Mt),0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,10000,C,10000,C
104,20,51,Production (Mt),0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,0,T,0,T
104,22,41,Extr Rate (Hg/Mt),0, ,0, ,0, ,0, ,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
104,22,51,Production (Mt),0, ,0, ,0, ,0, ,15000,C,13000,C,5000,C,5000,C,5000,C,5000,C,0,C,0,T,15000,C
105,16,41,Extr Rate (Hg/Mt),7780,F,7780,F,7780,F,7780,F,7780,F,7780,F,7780,F,7780,F,7780,F,7780,F,7780,F,7780,F,7780,F
105,16,51,Production (Mt),505700,C,482360,C,521260,C,505700,C,525150,C,532930,C,544600,C,564050,C,583500,C,637960,C,645740,C,630180,C,622400,C
105,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
105,20,51,Production (Mt),1836,C,1320,C,1800,C,1800,C,2400,C,3000,C,3000,C,3600,C,6480,C,6480,C,6480,C,6480,C,5400,C
105,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
105,22,51,Production (Mt),0,C,0,C,0,C,0,M,0,M,0,M,0,M,0,M,6600,C,12600,C,12600,C,12600,C,10500,C
106,16,41,Extr Rate (Hg/Mt),7200,F,7200,F,7200,F,7200,F,7200,F,7200,F,7200,F,7200,F,7200,F,7200,F,7200,F,7200,F,7200,F
106,16,51,Production (Mt),7880400,C,8154720.5,C,8493120,C,8503920,C,8396641,C,8640000,C,8438400,C,8408161,C,8321760.5,C,8337599.5,C,8522640,C,8522640,C,8172001,C
106,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
106,18,51,Production (Mt),927500,C,1117500,C,1221200,C,1203600,C,1225400,C,1473500,C,1400500,C,1416200,C,1366200,C,1403100,C,1473700,C,1526500,C,1562000,C
106,19,41,Extr Rate (Hg/Mt),100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C,100,C
106,19,51,Production (Mt),109450,C,113260.008,C,117960,C,118110,C,116620.008,C,120000,C,117200,C,116780.008,C,115580.008,C,115800,C,118370,C,118370,C,113500.008,C
106,20,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
106,20,51,Production (Mt),3000,C,0, ,0,C,0, ,0, ,0, ,0, ,0, ,6000,C,6000,C,0,C,0,C,0,C
106,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
106,22,51,Production (Mt),90200,C,112200,C,110499.992,C,122800,C,114200,C,151000,C,160500,C,169700,C,167200,C,176400,C,154400,C,186000,C,164000,C
107,16,41,Extr Rate (Hg/Mt),7588.812,C,8013.367,C,8002.549,C,8216.61,C,8202.94,C,8079.588,C,8127.174,C,8005.473,C,8118.291,C,8022.736,C,8061.855,C,8035.342,C,8131.524,C
107,16,51,Production (Mt),170000,F,188000,F,187000,F,230000,F,213000,F,220000,F,225000,F,220000,F,220000,F,212000,F,215000,F,235000,F,220000,F
107,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
107,18,51,Production (Mt),1813.875,C,2001.153,C,2539.555,C,3378.504,C,3380.19,C,3183.429,C,3380.224,C,3378.591,C,3495.812,C,28686.678,C,30290.811,C,32168.619,C,33502.039,C
107,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
107,20,51,Production (Mt),725.55,C,800.461,C,1015.822,C,1351.401,C,1352.076,C,1273.371,C,1352.09,C,1351.436,C,1398.325,C,3129.456,C,3304.452,C,3509.304,C,3654.768,C
107,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
107,22,51,Production (Mt),9674,C,10672.815,C,13544.294,C,18018.686,C,18027.68,C,16978.287,C,18027.863,C,18019.15,C,18644.328,C,20863.039,C,22029.68,C,23395.359,C,24365.119,C
108,16,41,Extr Rate (Hg/Mt),7900,F,8000,F,7900,F,7400,F,7300,F,7300,F,7300,F,7300,F,7300,F,7300,F,7300,F,7300,F,7300,F
108,16,51,Production (Mt),2810820,C,2832800,C,2881920,C,2279200,C,2052760,C,1868800,C,1616950,C,1982680,C,2194380,C,2283440,C,2796630,C,3192290,C,3498890,C
108,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
108,18,51,Production (Mt),10000,C,4000,C,4000,C,4000,C,4000,C,4000,C,5000,C,5000,C,3000,C,3000,C,3000,C,3000,C,3000,C
108,19,41,Extr Rate (Hg/Mt),300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C
108,19,51,Production (Mt),106740,C,106230,C,109440,C,92400,C,84360,C,76800,C,66450,C,81480,C,90180,C,93840,C,114930,C,131190,C,143790,C
109,16,41,Extr Rate (Hg/Mt),8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
109,16,51,Production (Mt),70695.203,C,90552.797,C,124589.602,C,125524,C,80340.797,C,120160,C,129812,C,114740,C,120098.398,C,136078.406,C,135058.406,C,132771.203,C,134601.594,C
109,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
109,20,51,Production (Mt),756,C,480,C,300,C,228,C,228,C,228,C,600,C,228,C,300,C,300,C,300,C,300,C,660,C
109,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
109,22,51,Production (Mt),0,M,0,M,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,F,0,T,0,T,0,T
110,16,41,Extr Rate (Hg/Mt),7800.124,C,7799.95,C,7800.015,C,7799.975,C,7800.028,C,7799.983,C,7800.013,C,7799.864,C,7799.9,C,7800.434,C,7799.898,C,7799.933,C,7799.778,C
110,16,51,Production (Mt),4689590,*,4711170,*,4604115,*,4577415,*,4639145,*,4625000,*,4607000,*,4591000,*,4662000,*,4667000,*,4623000,*,4616000, ,4924000, 
110,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
110,18,51,Production (Mt),3210,C,3240,C,3100,C,3100,C,3040,C,2990,C,2910,C,2930,C,2850,C,2840,C,2780,C,2785,C,2780,C
110,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
110,20,51,Production (Mt),3852,C,3888,C,3720,C,3720,C,3648,C,3588,C,3492,C,3516,C,3420,C,3408,C,3336,C,3342,C,3336,C
110,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
110,22,51,Production (Mt),9630,C,9720,C,9300,C,9300,C,9120,C,8970,C,8730,C,8790,C,8550,C,8520,C,8340,C,8355,C,8340,C
112,16,41,Extr Rate (Hg/Mt),8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C,8500,C
112,16,51,Production (Mt),483761.656,C,545397.5,C,521800.969,C,538485.25,C,522794.375,C,492941.344,C,531017.062,C,531608.688,C,618344.375,C,528566.562,C,612167.438,C,624357.312,C,660862.25,C
112,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
112,18,51,Production (Mt),1203.072,C,1345.21,C,0,C,0,C,0,C,0,C,0,C,0,C,1568.05,C,1328.043,C,1535.34,C,1566.803,C,1651.494,C
112,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
112,20,51,Production (Mt),123.745,C,138.365,C,0,C,0,C,0,C,0,C,0,C,0,C,161.285,C,136.599,C,157.921,C,161.157,C,169.868,C
112,22,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
112,22,51,Production (Mt),2557.387,C,2859.533,C,0,C,0,C,0,C,0,C,0,C,0,C,3333.226,C,2823.041,C,3263.694,C,3330.575,C,3510.605,C
113,16,41,Extr Rate (Hg/Mt),7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C,7800,C
113,16,51,Production (Mt),608400,C,659100,C,739440,C,575640,C,630240,C,614640,C,534300,C,537420,C,581100,C,561600,C,432900,C,488280,C,491400,C
113,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
113,18,51,Production (Mt),2500,C,2500,C,3000,C,3000,C,3500,C,3947,C,3600,C,3800,C,3800,C,4000,C,4000,C,4000,C,4000,C
113,19,41,Extr Rate (Hg/Mt),300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C,300,C
113,19,51,Production (Mt),23400,C,25350,C,28440,C,22140,C,24240,C,23640,C,20550,C,20670,C,22350,C,21600,C,16650,C,18780,C,18900,C
114,16,41,Extr Rate (Hg/Mt),7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C,7500,C
114,16,51,Production (Mt),449734.75,C,542661.438,C,472930.562,C,501312.094,C,628310.375,C,625341,C,648350.625,C,624250.625,C,638490.188,C,612639.75,C,718894.25,C,711843.875,C,718785.062,C
114,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
114,18,51,Production (Mt),3062.95,C,15717.088,C,6299.712,C,2045.935,C,3647.9,C,3968.61,C,9885.86,C,9188.74,C,20544.029,C,11356.76,C,22635.721,C,19717.42,C,29661.609,C
114,20,41,Extr Rate (Hg/Mt),12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C,12000,C
114,20,51,Production (Mt),7351.08,C,37721.012,C,11339.482,C,6751.585,C,12038.069,C,13096.413,C,32623.338,C,30322.842,C,67795.297,C,37477.309,C,74697.875,C,65067.488,C,97883.312,C
114,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
114,22,51,Production (Mt),5360.163,C,27504.902,C,14174.352,C,4219.741,C,7523.793,C,8185.258,C,20389.586,C,18951.775,C,42372.059,C,23423.318,C,46686.172,C,40667.18,C,61177.07,C
115,16,41,Extr Rate (Hg/Mt),8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C,8000,C
115,16,51,Production (Mt),6400,C,7037.6,C,8800,C,16480,C,18000,C,23360,C,968,C,12544.8,C,19056.801,C,19385.6,C,19609.6,C,21828,C,21777.6,C
116,16,41,Extr Rate (Hg/Mt),7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C,7600,C
116,16,51,Production (Mt),235904,C,61383.219,C,147318.406,C,269799.844,C,370606.156,C,302024,C,357167.094,C,351804,C,406299.219,C,359234.219,C,279358.031,C,291522.688,C,334953.438,C
117,16,41,Extr Rate (Hg/Mt),7623.332,C,7531.689,C,7655.07,C,7503.312,C,7760.093,C,7560.8,C,7789.294,C,7793.123,C,7715.719,C,8103.806,C,8067.782,C,8120.992,C,8070.949,C
117,16,51,Production (Mt),1679420, ,1694630, ,1749949, ,1722010, ,1833710, ,1871298, ,1842947, ,1814239, ,1791590, ,1890618, ,1833000, ,1849962, ,1819999, 
117,18,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
117,18,51,Production (Mt),0,C,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T
117,20,41,Extr Rate (Hg/Mt),0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C,0,C
117,20,51,Production (Mt),0,C,0,C,0,C,0,C,0,C,0,T,0,T,0,T,0,T,0,T,0,T,0,T,0,T
117,22,41,Extr Rate (Hg/Mt),10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C,10000,C
