HS 2007 code,HS 2007 title,HS 2012 code,HS 2012 title,FCL Item code,FCL Title,Last update: 12 May 2014
410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0919,"Cattle hides, fresh",
410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0920,"Hides, Wet-Salted (Cattle)",
410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0921,"Hides, Dry-Salted (Cattle)",
410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0922,"Hides nes, Cattle",
410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0927,"Skins, fresh (calves)",
410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0928,"Skins, Wet-Salted (Calves)",
410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0929,"Skins, Dry-Salted (Calves)",
410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0930,"Skins nes, Calves",
410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0957,"Buffalo hides, fresh",
410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0958,"Hides, Wet-Salted (Buffalo)",
410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,"- Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",0959,"Hides, Dry-Salted (Buffalo)",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",1102,"Horse hides, fresh",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",1103,"Hides, Wet-Salted (Horses)",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",1104,"Hides, Dry-Salted (Horses)",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",1105,"Hides nes, Horses",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",1109,"Hides of asses, fresh",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",1112,"Hides of mules, fresh",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",0919,"Cattle hides, fresh",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",0920,"Hides, Wet-Salted (Cattle)",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",0921,"Hides, Dry-Salted (Cattle)",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",0922,"Hides nes, Cattle",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",0927,"Skins, fresh (calves)",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",0928,"Skins, Wet-Salted (Calves)",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",0929,"Skins, Dry-Salted (Calves)",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",0930,"Skins nes, Calves",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",0957,"Buffalo hides, fresh",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",0958,"Hides, Wet-Salted (Buffalo)",
410150,"- Whole hides and skins, of a weight exceeding 16 kg",410150,"- Whole hides and skins, of a weight exceeding 16 kg",0959,"Hides, Dry-Salted (Buffalo)",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",1102,"Horse hides, fresh",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",1103,"Hides, Wet-Salted (Horses)",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",1104,"Hides, Dry-Salted (Horses)",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",1105,"Hides nes, Horses",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",1109,"Hides of asses, fresh",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",1112,"Hides of mules, fresh",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",0919,"Cattle hides, fresh",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",0920,"Hides, Wet-Salted (Cattle)",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",0921,"Hides, Dry-Salted (Cattle)",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",0922,"Hides nes, Cattle",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",0927,"Skins, fresh (calves)",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",0928,"Skins, Wet-Salted (Calves)",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",0929,"Skins, Dry-Salted (Calves)",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",0930,"Skins nes, Calves",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",0957,"Buffalo hides, fresh",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",0958,"Hides, Wet-Salted (Buffalo)",
410190,"- Other, including butts, bends and bellies",410190,"- Other, including butts, bends and bellies",0959,"Hides, Dry-Salted (Buffalo)",
410210,- With wool on,410210,- With wool on,0995,"Sheepskins, fresh",
410210,- With wool on,410210,- With wool on,0999,"Skins with Wool, Sheep",
410221,-- Pickled,410221,-- Pickled,0998,"Skins nes, Sheep",
410229,-- Other,410229,-- Other,0995,"Sheepskins, fresh",
410229,-- Other,410229,-- Other,0996,"Skins, Wet-Salted (Sheep)",
410229,-- Other,410229,-- Other,0997,"Skins, Dry-Salted (Sheep)",
410229,-- Other,410229,-- Other,0998,"Skins nes, Sheep",
410320,- of reptiles,410320,- of reptiles,1213,"Hides and skins nes, fresh",
410320,- of reptiles,410320,- of reptiles,1214,"Hides, Wet-Salted nes",
410320,- of reptiles,410320,- of reptiles,1215,"Hides, Dry-Salted nes",
410320,- of reptiles,410320,- of reptiles,1216,Hides nes,
410330,- of swine,410330,- of swine,1044,"Pigskins, fresh",
410330,- of swine,410330,- of swine,1045,"Skins, Wet-Salted (Pigs)",
410330,- of swine,410330,- of swine,1046,"Skins, Dry-Salted (Pigs)",
410330,- of swine,410330,- of swine,1047,"Skins nes, Pigs",
410390,- Other,410390,- Other,1133,"Camel hides, fresh",
410390,- Other,410390,- Other,1134,"Hides, Wet-Salted (Camels)",
410390,- Other,410390,- Other,1135,"Hides, Dry-Salted (Camels)",
410390,- Other,410390,- Other,1136,"Hides nes, Camels",
410390,- Other,410390,- Other,1213,"Hides and skins nes, fresh",
410390,- Other,410390,- Other,1214,"Hides, Wet-Salted nes",
410390,- Other,410390,- Other,1215,"Hides, Dry-Salted nes",
410390,- Other,410390,- Other,1216,Hides nes,
410390,- Other,410390,- Other,1025,"Goatskins, fresh",
410390,- Other,410390,- Other,1026,"Skins, Wet-Salted (Goats)",
410390,- Other,410390,- Other,1027,"Skins, Dry-Salted (Goats)",
410390,- Other,410390,- Other,1028,"Skins nes, Goats",
411520,"- Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",411520,"- Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",1217,"Leather, Used and Waste",
430110,"- of mink, Whole, with or without head, tail or paws",430110,"- of mink, Whole, with or without head, tail or paws",1195,Fur skin,
430130,"- of lamb, the following : Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, Whole, with or without head, tail or paws",430130,"- of lamb, the following : Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, Whole, with or without head, tail or paws",1002,Karakul skins,
430160,"- of fox, Whole, with or without head, tail or paws",430160,"- of fox, Whole, with or without head, tail or paws",1195,Fur skin,
430180,"- Other furskins, Whole, with or without head, tail or paws",430180,"- Other furskins, Whole, with or without head, tail or paws",1146,Rabbit skins,
430180,"- Other furskins, Whole, with or without head, tail or paws",430180,"- Other furskins, Whole, with or without head, tail or paws",1195,Fur skin,
430190,"- Heads, tails, paws and other pieces or cuttings, suitable for furriers' use",430190,"- Heads, tails, paws and other pieces or cuttings, suitable for furriers' use",1195,Fur skin,
500100,Silk-worm cocoons suitable for reeling,500100,Silk-worm cocoons suitable for reeling,1185,"Cocoons, reelable",
500200,Raw silk (not thrown),500200,Raw silk (not thrown),1186,"Silk, Raw",
500300,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garneted stock)",500300,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garneted stock)",1187,"Cocoons Unreelable, Waste",
510111,-- Shorn wool,510111,-- Shorn wool,0987,"Wool, Greasy",
510119,-- Other,510119,-- Other,0987,"Wool, Greasy",
510121,-- Shorn wool,510121,-- Shorn wool,0988,"Wool, Degreased",
510129,- Other,510129,- Other,0988,"Wool, Degreased",
510130,- Carbonised,510130,- Carbonised,0988,"Wool, Degreased",
510211,-- Of Kashmir (cashmere) goats,510211,-- Of Kashmir (cashmere) goats,1030,Fine goat hair,
510219,-- Other,510219,-- Other,1218,"Hair, fine",
510219,-- Other,510219,-- Other,1030,Fine goat hair,
510220,- Coarse animal hair,510220,- Coarse animal hair,1100,Hair of horses,
510220,- Coarse animal hair,510220,- Coarse animal hair,1219,"Hair, coarse nes",
510220,- Coarse animal hair,510220,- Coarse animal hair,1031,Coarse goat hair,
510310,- Noils of wool or of fine animal hair,510310,- Noils of wool or of fine animal hair,1009,"Wool, Hair Waste",
510320,- Other waste of wool or of fine animal hair,510320,- Other waste of wool or of fine animal hair,1009,"Wool, Hair Waste",
510330,- Waste of coarse animal hair,510330,- Waste of coarse animal hair,1009,"Wool, Hair Waste",
510400,Garnetted stock of wool or of fine or coarse animal hair,510400,Garnetted stock of wool or of fine or coarse animal hair,1007,"Wool, Shoddy",
510510,- Carded wool,510510,- Carded wool,1008,"Hair, Carded, Combed",
510521,-- Combed wool in fragments,510521,-- Combed wool in fragments,1008,"Hair, Carded, Combed",
510529,-- Other,510529,-- Other,1010,Wool Tops,
510529,-- Other,510529,-- Other,1008,"Hair, Carded, Combed",
510531,-- Of Kashmir (cashmere) goats,510531,-- Of Kashmir (cashmere) goats,1008,"Hair, Carded, Combed",
510539,-- Other,510539,-- Other,1008,"Hair, Carded, Combed",
510540,"- Coarse animal hair, carded or combed",510540,"- Coarse animal hair, carded or combed",1008,"Hair, Carded, Combed",
520100,"Cotton, not carded or combed",520100,"Cotton, not carded or combed",0328,[Seed Cotton],
520100,"Cotton, not carded or combed",520100,"Cotton, not carded or combed",0767,Cotton Lint,
520210,- Yarn waste (including thread waste),520210,- Yarn waste (including thread waste),0769,Cotton Waste,
520291,-- Garnetted stock,520291,-- Garnetted stock,0769,Cotton Waste,
520299,-- Other,520299,-- Other,0769,Cotton Waste,
520300,"Cotton, carded or combed",520300,"Cotton, carded or combed",0768,"Cotton, Carded or Combed",
530110,"- Flax, raw or retted",530110,"- Flax, raw or retted",0771,"Flax, raw or retted",
530121,-- Broken or scutched,530121,-- Broken or scutched,0773,Flax fibre and tow,
530129,-- Other,530129,-- Other,0773,Flax fibre and tow,
530130,- Flax tow and waste,530130,- Flax tow and waste,0774,Flax tow and waste,
530210,"- True hemp, raw or retted",530210,"- True hemp, raw or retted",0777,Hemp fibre and tow,
530290,- Other,530290,- Other,0777,Hemp fibre and tow,
530310,"- Jute and other textile bast fibres, raw or retted",530310,"- Jute and other textile bast fibres, raw or retted",0780,Jute,
530310,"- Jute and other textile bast fibres, raw or retted",530310,"- Jute and other textile bast fibres, raw or retted",0782,Jute-like fibres,
530390,- Other,530390,- Other,0780,Jute,
530390,- Other,530390,- Other,0782,Jute-like fibres,
530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",0778,Kapok fibre,
530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",0788,Ramie,
530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",0789,Sisal,
530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",0800,Agave fibres nes,
530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",0809,Abaca manila hemp,
530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",0813,Coir,
530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or include d, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",0821,Fibre crops nes,
