geographicAreaFS,Geographic Area,measuredItemFS,Item,measuredElementFS,Element,timePointYears,Year,Value,Status
231,United States of America,997,Skin Dry-Salted Sheep,41,Productivity Indicator,2011,2011,5000,C
231,United States of America,1012,Indigenous Sheep Meat,41,Productivity Indicator,2011,2011,307.995797,C
231,United States of America,1013,Biological Sheep Meat,41,Productivity Indicator,2011,2011,652,F
231,United States of America,1035,Pigmeat,41,Productivity Indicator,2011,2011,931.06998,C
231,United States of America,1036,"Offals of Pigs, Edible",41,Productivity Indicator,2011,2011,74.623974,C
231,United States of America,1037,Fat of Pigs,41,Productivity Indicator,2011,2011,243.969923,C
231,United States of America,1038,Pork,41,Productivity Indicator,2011,2011,7290,F
231,United States of America,1039,Bacon-Ham of Pigs,41,Productivity Indicator,2011,2011,8769.99969,C
231,United States of America,1040,Pig Butcher Fat,41,Productivity Indicator,2011,2011,1500,C
231,United States of America,1041,Sausages Pig Meat,41,Productivity Indicator,2011,2011,10000,C
231,United States of America,1043,Lard,41,Productivity Indicator,2011,2011,9891.76944,C
231,United States of America,1055,Indigenous Pigmeat,41,Productivity Indicator,2011,2011,933.490867,C
231,United States of America,1056,Biological Pig Meat,41,Productivity Indicator,2011,2011,1162.96382,C
231,United States of America,1058,Chicken Meat,41,Productivity Indicator,2011,2011,19705.1399,C
231,United States of America,1059,Offals Liver of Chickens,41,Productivity Indicator,2011,2011,0,C
231,United States of America,1061,Meat Canned Chicken,41,Productivity Indicator,2011,2011,9000,C
231,United States of America,1062,Hen Eggs,41,Productivity Indicator,2011,2011,160718.458,C
231,United States of America,1063,Eggs Liquid Hen,41,Productivity Indicator,2011,2011,8700,C
231,United States of America,1064,Eggs Dry Whole Yolks Hen,41,Productivity Indicator,2011,2011,2300,C
231,United States of America,1069,Duck Meat,41,Productivity Indicator,2011,2011,22244.1975,C
231,United States of America,1070,Indigenous Duck Meat,41,Productivity Indicator,2011,2011,22260.8833,C
231,United States of America,1071,Biological Duck Meat,41,Productivity Indicator,2011,2011,29000,C
231,United States of America,1080,Turkey Meat,41,Productivity Indicator,2011,2011,106404.49,C
231,United States of America,1087,Indigenous Turkey Meat,41,Productivity Indicator,2011,2011,106433.426,C
231,United States of America,1088,Biological Turkey Meat,41,Productivity Indicator,2011,2011,135861.469,C
231,United States of America,1094,Indigenous Chicken Meat,41,Productivity Indicator,2011,2011,19705,F
231,United States of America,1095,Biological Chicken Meat,41,Productivity Indicator,2011,2011,27587,F
231,United States of America,1097,Horsemeat,41,Productivity Indicator,2011,2011,2590.90909,C
231,United States of America,1098,Offals of Horse,41,Productivity Indicator,2011,2011,270.000005,C
231,United States of America,1102,"Horse Hides, Fresh",41,Productivity Indicator,2011,2011,300,C
231,United States of America,1120,Indigenous Horse Meat,41,Productivity Indicator,2011,2011,2591,F
231,United States of America,1121,Biological Horse Meat,41,Productivity Indicator,2011,2011,5000,C
231,United States of America,1164,"Meat, Dried, nes",41,Productivity Indicator,2011,2011,6500,C
231,United States of America,1168,Animal Oils and Fats nes,41,Productivity Indicator,2011,2011,10000,C
231,United States of America,1172,Meat Prepared nes,41,Productivity Indicator,2011,2011,8000,C
231,United States of America,1182,Honey,41,Productivity Indicator,2011,2011,0,M
231,United States of America,1221,Lard and Stearine Oil,41,Productivity Indicator,2011,2011,10000,C
231,United States of America,1225,Tallow,41,Productivity Indicator,2011,2011,8000,C
231,United States of America,1242,Margarine + Shortening,41,Productivity Indicator,2011,2011,10464.7784,C
231,United States of America,1243,Fat Preparations nes,41,Productivity Indicator,2011,2011,10196.0784,C
231,United States of America,1274,Oils Boiled etc,41,Productivity Indicator,2011,2011,8000,C
231,United States of America,1275,Oils Hydrogenated,41,Productivity Indicator,2011,2011,10000,C
231,United States of America,1276,Fatty Acids Oils 431.31,41,Productivity Indicator,2011,2011,9500,C
234,Uruguay,15,Wheat,41,Productivity Indicator,2011,2011,33978.7664,C
234,Uruguay,16,Flour of Wheat,41,Productivity Indicator,2011,2011,7200,C
234,Uruguay,17,Bran of Wheat,41,Productivity Indicator,2011,2011,2500,C
234,Uruguay,18,Macaroni,41,Productivity Indicator,2011,2011,10000,C
234,Uruguay,20,Bread,41,Productivity Indicator,2011,2011,10000,C
234,Uruguay,22,Pastry,41,Productivity Indicator,2011,2011,10000,C
234,Uruguay,23,Wheat Starch,41,Productivity Indicator,2011,2011,8500,C
234,Uruguay,24,Wheat Gluten,41,Productivity Indicator,2011,2011,1000,C
234,Uruguay,27,"Rice, Paddy",41,Productivity Indicator,2011,2011,83826.5306,C
234,Uruguay,28,"Rice, Husked",41,Productivity Indicator,2011,2011,8000,C
234,Uruguay,31,Milled Paddy Rice,41,Productivity Indicator,2011,2011,6700,C
234,Uruguay,32,"Rice, Broken",41,Productivity Indicator,2011,2011,10000,C
234,Uruguay,35,Bran of Rice,41,Productivity Indicator,2011,2011,1000,C
234,Uruguay,38,Rice Flour,41,Productivity Indicator,2011,2011,7000,C
234,Uruguay,44,Barley,41,Productivity Indicator,2011,2011,31252.3901,C
234,Uruguay,49,Malt of Barley,41,Productivity Indicator,2011,2011,7600,C
234,Uruguay,50,Malt Extracts,41,Productivity Indicator,2011,2011,8000,C
234,Uruguay,51,Beer of Barley,41,Productivity Indicator,2011,2011,47980.5519,C
234,Uruguay,56,Maize,41,Productivity Indicator,2011,2011,35377.0087,C
234,Uruguay,58,Flour of Maize,41,Productivity Indicator,2011,2011,6300,C
234,Uruguay,59,Bran of Maize,41,Productivity Indicator,2011,2011,3000,C
234,Uruguay,67,White Maize,41,Productivity Indicator,2011,2011,38846.1539,C
234,Uruguay,75,Oats,41,Productivity Indicator,2011,2011,21086.9565,C
234,Uruguay,76,"Oats, Rolled",41,Productivity Indicator,2011,2011,4500,C
234,Uruguay,77,Bran of Oats,41,Productivity Indicator,2011,2011,3000,C
234,Uruguay,83,Sorghum,41,Productivity Indicator,2011,2011,39299.3631,C
234,Uruguay,101,Canary Seed,41,Productivity Indicator,2011,2011,9562.28956,C
234,Uruguay,116,Potatoes,41,Productivity Indicator,2011,2011,177610.323,C
234,Uruguay,122,Sweet Potatoes,41,Productivity Indicator,2011,2011,94871.7949,C
234,Uruguay,156,Sugar Cane,41,Productivity Indicator,2011,2011,525000,C
234,Uruguay,157,Sugar Beets,41,Productivity Indicator,2011,2011,0,C
234,Uruguay,158,Cane Sugar,41,Productivity Indicator,2011,2011,1000,C
234,Uruguay,159,Beet Sugar,41,Productivity Indicator,2011,2011,0,C
234,Uruguay,164,Sugar Refined,41,Productivity Indicator,2011,2011,9200,C
234,Uruguay,165,Molasses,41,Productivity Indicator,2011,2011,222.222222,C
234,Uruguay,167,Sugar and Syrups nes,41,Productivity Indicator,2011,2011,10000,C
234,Uruguay,169,"Beet Pulp, Dry",41,Productivity Indicator,2011,2011,600,C
234,Uruguay,170,Bagasse,41,Productivity Indicator,2011,2011,2500,C
234,Uruguay,176,"Beans, Dry",41,Productivity Indicator,2011,2011,6383.02112,C
234,Uruguay,181,"Broad Beans, Dry",41,Productivity Indicator,2011,2011,19308.5106,C
234,Uruguay,187,"Peas, Dry",41,Productivity Indicator,2011,2011,20963.1491,C
234,Uruguay,212,Flour of Pulses,41,Productivity Indicator,2011,2011,7000,C
234,Uruguay,213,Bran of Pulses,41,Productivity Indicator,2011,2011,3000,C
234,Uruguay,236,Soybeans,41,Productivity Indicator,2011,2011,21227.2358,C
234,Uruguay,237,Oil of Soya Beans,41,Productivity Indicator,2011,2011,1750,C
234,Uruguay,238,Cake of Soya Beans,41,Productivity Indicator,2011,2011,7500,C
234,Uruguay,242,Groundnuts in Shell,41,Productivity Indicator,2011,2011,4825.1551,C
234,Uruguay,243,Groundnuts Shelled,41,Productivity Indicator,2011,2011,7000,C
234,Uruguay,244,Oil of Groundnuts,41,Productivity Indicator,2011,2011,4100,C
234,Uruguay,245,Cake of Groundnuts,41,Productivity Indicator,2011,2011,5700,C
234,Uruguay,260,Olives,41,Productivity Indicator,2011,2011,22393.695,C
234,Uruguay,267,Sunflower Seed,41,Productivity Indicator,2011,2011,12580.6452,C
234,Uruguay,268,Oil of Sunflower Seed,41,Productivity Indicator,2011,2011,3524.62012,C
234,Uruguay,269,Cake of Sunflower Seed,41,Productivity Indicator,2011,2011,5800,C
234,Uruguay,270,Rapeseed,41,Productivity Indicator,2011,2011,24285.7143,C
234,Uruguay,328,Seed Cotton,41,Productivity Indicator,2011,2011,0,C
234,Uruguay,329,Cottonseed,41,Productivity Indicator,2011,2011,0,C
234,Uruguay,331,Oil of Cotton Seed,41,Productivity Indicator,2011,2011,1800,C
234,Uruguay,332,Cake of Cotton Seed,41,Productivity Indicator,2011,2011,4500,C
234,Uruguay,333,Linseed,41,Productivity Indicator,2011,2011,13076.5957,C
234,Uruguay,334,Oil of Linseed,41,Productivity Indicator,2011,2011,3400,C
234,Uruguay,335,Cake of Linseed,41,Productivity Indicator,2011,2011,6500,C
234,Uruguay,358,Cabbages,41,Productivity Indicator,2011,2011,94207.6503,C
234,Uruguay,388,Tomatoes,41,Productivity Indicator,2011,2011,787737.789,C
234,Uruguay,394,"Pumpkins, Squash, Gourds",41,Productivity Indicator,2011,2011,75228.4012,C
234,Uruguay,401,"Chillies&Peppers, Green",41,Productivity Indicator,2011,2011,571213.235,C
234,Uruguay,403,"Onions, Dry",41,Productivity Indicator,2011,2011,124931.507,C
234,Uruguay,406,Garlic,41,Productivity Indicator,2011,2011,52670.8075,C
234,Uruguay,414,"Beans, Green",41,Productivity Indicator,2011,2011,31619.0476,C
234,Uruguay,426,Carrots,41,Productivity Indicator,2011,2011,141182.408,C
234,Uruguay,446,Green Corn (Maize),41,Productivity Indicator,2011,2011,52361.1111,C
234,Uruguay,463,Vegetables Fresh nes,41,Productivity Indicator,2011,2011,196219.251,C
234,Uruguay,473,Vegetables Frozen,41,Productivity Indicator,2011,2011,9000,C
234,Uruguay,490,Oranges,41,Productivity Indicator,2011,2011,182675.676,C
234,Uruguay,491,Oranjuice Single-Strengt,41,Productivity Indicator,2011,2011,4000,C
234,Uruguay,492,Oranjuice Concentrated,41,Productivity Indicator,2011,2011,0,T
234,Uruguay,495,Tang.Mand.Clement.Satsma,41,Productivity Indicator,2011,2011,183141.177,C
234,Uruguay,496,Tangerine Juice,41,Productivity Indicator,2011,2011,750,C
234,Uruguay,497,Lemons and Limes,41,Productivity Indicator,2011,2011,191075,C
234,Uruguay,498,Lemonjuice Single-Streng,41,Productivity Indicator,2011,2011,5000,C
234,Uruguay,499,Lemonjuice Concentrated,41,Productivity Indicator,2011,2011,1300,C
234,Uruguay,507,Grapefruit and Pomelos,41,Productivity Indicator,2011,2011,142800,C
234,Uruguay,510,Grapefruitjuice Concentr,41,Productivity Indicator,2011,2011,1300,C
234,Uruguay,515,Apples,41,Productivity Indicator,2011,2011,227709.497,C
234,Uruguay,517,Ferm. Beverages Exc Wine,41,Productivity Indicator,2011,2011,4000,C
234,Uruguay,521,Pears,41,Productivity Indicator,2011,2011,203241.758,C
234,Uruguay,523,Quinces,41,Productivity Indicator,2011,2011,315020.921,C
234,Uruguay,534,Peaches and Nectarines,41,Productivity Indicator,2011,2011,106649.338,C
234,Uruguay,536,Plums,41,Productivity Indicator,2011,2011,111920.29,C
234,Uruguay,560,Grapes,41,Productivity Indicator,2011,2011,159669.746,C
234,Uruguay,564,Wine,41,Productivity Indicator,2011,2011,7556.81818,C
234,Uruguay,567,Watermelons,41,Productivity Indicator,2011,2011,159691.834,C
234,Uruguay,568,Cantaloupes&oth Melons,41,Productivity Indicator,2011,2011,129675.325,C
234,Uruguay,619,Fruit Fresh nes,41,Productivity Indicator,2011,2011,75306.7485,C
234,Uruguay,623,Fruit Prepared nes,41,Productivity Indicator,2011,2011,8000,C
234,Uruguay,628,Fruit Pulp for Feed,41,Productivity Indicator,2011,2011,4000,C
234,Uruguay,634,Beverages Dist Alcoholic,41,Productivity Indicator,2011,2011,5000,C
234,Uruguay,654,Dregs from Brewing+Dist.,41,Productivity Indicator,2011,2011,4000,C
234,Uruguay,659,Coffee Extracts,41,Productivity Indicator,2011,2011,3300,C
234,Uruguay,662,Cocoa Paste,41,Productivity Indicator,2011,2011,8000,C
234,Uruguay,663,Cocoa Husks+Shell,41,Productivity Indicator,2011,2011,2000,C
234,Uruguay,664,Cocoa Butter,41,Productivity Indicator,2011,2011,4700,C
234,Uruguay,665,Cocoa Powder and Cake,41,Productivity Indicator,2011,2011,5300,C
234,Uruguay,666,Chocolate Products nes,41,Productivity Indicator,2011,2011,47000,C
234,Uruguay,767,Cotton Lint,41,Productivity Indicator,2011,2011,0,M
234,Uruguay,770,Cotton Linter,41,Productivity Indicator,2011,2011,500,C
234,Uruguay,826,Tobacco Leaves,41,Productivity Indicator,2011,2011,38060.9756,C
234,Uruguay,866,Cattle,41,Productivity Indicator,2011,2011,6648.1575,C
234,Uruguay,867,Beef and Veal,41,Productivity Indicator,2011,2011,2340.12066,C
234,Uruguay,868,"Offals of Cattle, Edible",41,Productivity Indicator,2011,2011,334.99999,C
234,Uruguay,869,Fat of Cattle,41,Productivity Indicator,2011,2011,134.000003,C
234,Uruguay,870,"Beef and Veal,Boneless",41,Productivity Indicator,2011,2011,5117.64706,C
234,Uruguay,871,Cattle Butcher Fat,41,Productivity Indicator,2011,2011,1000,C
234,Uruguay,872,Beef Dried Salt Smoked,41,Productivity Indicator,2011,2011,5000,C
234,Uruguay,873,Meat Extracts,41,Productivity Indicator,2011,2011,1437.5,C
234,Uruguay,875,Beef Preparations,41,Productivity Indicator,2011,2011,3612.63736,C
234,Uruguay,882,"Cow Milk, Whole, Fresh",41,Productivity Indicator,2011,2011,24903.1477,C
234,Uruguay,885,"Cream, Fresh",41,Productivity Indicator,2011,2011,900,C
234,Uruguay,886,Butter of Cow Milk,41,Productivity Indicator,2011,2011,476.341463,C
234,Uruguay,887,Ghee (From Cow Milk),41,Productivity Indicator,2011,2011,787.5,C
234,Uruguay,888,Skim Milk of Cows,41,Productivity Indicator,2011,2011,9000,C
234,Uruguay,891,Yoghurt,41,Productivity Indicator,2011,2011,9729.72973,C
234,Uruguay,893,"Butterm,Curdl,Acid.Milk",41,Productivity Indicator,2011,2011,9000,C
234,Uruguay,894,"Whole Milk, Evaporated",41,Productivity Indicator,2011,2011,3300,C
234,Uruguay,897,Dry Whole Cow Milk,41,Productivity Indicator,2011,2011,1250,C
234,Uruguay,898,Dry Skim Cow Milk,41,Productivity Indicator,2011,2011,1000,C
234,Uruguay,900,Dry Whey,41,Productivity Indicator,2011,2011,700,F
234,Uruguay,901,Cheese (Whole Cow Milk),41,Productivity Indicator,2011,2011,1031.89493,C
234,Uruguay,903,"Whey, Fresh",41,Productivity Indicator,2011,2011,6500,C
234,Uruguay,904,Cheese (Skim Cow Milk),41,Productivity Indicator,2011,2011,1039.47368,C
234,Uruguay,905,Whey Cheese,41,Productivity Indicator,2011,2011,1000,C
234,Uruguay,917,Casein,41,Productivity Indicator,2011,2011,300,C
234,Uruguay,919,"Cattle Hides, Fresh",41,Productivity Indicator,2011,2011,309.99999,C
234,Uruguay,920,Hides Wet-Salted Cattle,41,Productivity Indicator,2011,2011,8000,C
234,Uruguay,921,Hides Dry-Salted Cattle,41,Productivity Indicator,2011,2011,5000,C
234,Uruguay,944,Indigenous Cattle Meat,41,Productivity Indicator,2011,2011,2340,
234,Uruguay,945,Biological Cattle Meat,41,Productivity Indicator,2011,2011,4796,F
234,Uruguay,976,Sheep,41,Productivity Indicator,2011,2011,11491.4425,C
234,Uruguay,977,Mutton and Lamb,41,Productivity Indicator,2011,2011,168.000168,C
234,Uruguay,978,"Offals of Sheep, Edible",41,Productivity Indicator,2011,2011,37,C
234,Uruguay,979,Fat of Sheep,41,Productivity Indicator,2011,2011,11,C
234,Uruguay,987,"Wool, Greasy",41,Productivity Indicator,2011,2011,43.106126,C
234,Uruguay,995,"Sheepskins, Fresh",41,Productivity Indicator,2011,2011,34.999999,C
234,Uruguay,996,Skin Wet-Salted Sheep,41,Productivity Indicator,2011,2011,8000,C
234,Uruguay,997,Skin Dry-Salted Sheep,41,Productivity Indicator,2011,2011,5000,C
234,Uruguay,999,Skin With Wool Sheep,41,Productivity Indicator,2011,2011,8000,C
234,Uruguay,1012,Indigenous Sheep Meat,41,Productivity Indicator,2011,2011,168.001956,C
234,Uruguay,1013,Biological Sheep Meat,41,Productivity Indicator,2011,2011,329.999995,C
234,Uruguay,1035,Pigmeat,41,Productivity Indicator,2011,2011,795.916031,C
234,Uruguay,1036,"Offals of Pigs, Edible",41,Productivity Indicator,2011,2011,66.000003,C
234,Uruguay,1037,Fat of Pigs,41,Productivity Indicator,2011,2011,69.999999,C
234,Uruguay,1041,Sausages Pig Meat,41,Productivity Indicator,2011,2011,8000,C
234,Uruguay,1043,Lard,41,Productivity Indicator,2011,2011,8000,C
234,Uruguay,1055,Indigenous Pigmeat,41,Productivity Indicator,2011,2011,795.440683,C
234,Uruguay,1056,Biological Pig Meat,41,Productivity Indicator,2011,2011,1104,F
234,Uruguay,1058,Chicken Meat,41,Productivity Indicator,2011,2011,10000,C
234,Uruguay,1059,Offals Liver of Chickens,41,Productivity Indicator,2011,2011,10000,C
234,Uruguay,1062,Hen Eggs,41,Productivity Indicator,2011,2011,89166.6667,C
234,Uruguay,1069,Duck Meat,41,Productivity Indicator,2011,2011,12000,C
234,Uruguay,1070,Indigenous Duck Meat,41,Productivity Indicator,2011,2011,12000,C
234,Uruguay,1071,Biological Duck Meat,41,Productivity Indicator,2011,2011,15000,C
234,Uruguay,1073,Goose Meat,41,Productivity Indicator,2011,2011,25000,C
234,Uruguay,1077,Indigenous Geese Meat,41,Productivity Indicator,2011,2011,25000,C
234,Uruguay,1078,Biological Geese Meat,41,Productivity Indicator,2011,2011,28000,C
234,Uruguay,1080,Turkey Meat,41,Productivity Indicator,2011,2011,30000,C
234,Uruguay,1087,Indigenous Turkey Meat,41,Productivity Indicator,2011,2011,30000,C
234,Uruguay,1088,Biological Turkey Meat,41,Productivity Indicator,2011,2011,35000,C
234,Uruguay,1094,Indigenous Chicken Meat,41,Productivity Indicator,2011,2011,10000,C
234,Uruguay,1095,Biological Chicken Meat,41,Productivity Indicator,2011,2011,13000,C
234,Uruguay,1097,Horsemeat,41,Productivity Indicator,2011,2011,2448.30686,C
234,Uruguay,1098,Offals of Horse,41,Productivity Indicator,2011,2011,250,C
234,Uruguay,1102,"Horse Hides, Fresh",41,Productivity Indicator,2011,2011,300,C
234,Uruguay,1103,Hides Wet-Salted Horses,41,Productivity Indicator,2011,2011,8000,C
234,Uruguay,1104,Hides Dry-Salted Horses,41,Productivity Indicator,2011,2011,5000,C
234,Uruguay,1120,Indigenous Horse Meat,41,Productivity Indicator,2011,2011,2448,F
234,Uruguay,1121,Biological Horse Meat,41,Productivity Indicator,2011,2011,4200,C
234,Uruguay,1141,Rabbit Meat,41,Productivity Indicator,2011,2011,15000,C
234,Uruguay,1144,Rabbit Meat Indigenous,41,Productivity Indicator,2011,2011,15000,C
234,Uruguay,1145,Rabbit Meat Biological,41,Productivity Indicator,2011,2011,19000,C
234,Uruguay,1146,Rabbit Skins,41,Productivity Indicator,2011,2011,4000,C
234,Uruguay,1225,Tallow,41,Productivity Indicator,2011,2011,10226.9699,C
235,Uzbekistan,15,Wheat,41,Productivity Indicator,2011,2011,48852.5449,C
235,Uzbekistan,16,Flour of Wheat,41,Productivity Indicator,2011,2011,7800,C
235,Uzbekistan,17,Bran of Wheat,41,Productivity Indicator,2011,2011,1900,C
235,Uzbekistan,19,Germ of Wheat,41,Productivity Indicator,2011,2011,300,C
235,Uzbekistan,27,"Rice, Paddy",41,Productivity Indicator,2011,2011,42750,C
235,Uzbekistan,31,Milled Paddy Rice,41,Productivity Indicator,2011,2011,6500,C
235,Uzbekistan,35,Bran of Rice,41,Productivity Indicator,2011,2011,800,C
235,Uzbekistan,44,Barley,41,Productivity Indicator,2011,2011,18997.3615,C
235,Uzbekistan,45,Pot Barley,41,Productivity Indicator,2011,2011,6500,C
235,Uzbekistan,47,Bran of Barley,41,Productivity Indicator,2011,2011,2600,C
235,Uzbekistan,49,Malt of Barley,41,Productivity Indicator,2011,2011,7700,C
235,Uzbekistan,51,Beer of Barley,41,Productivity Indicator,2011,2011,66348.1953,C
235,Uzbekistan,56,Maize,41,Productivity Indicator,2011,2011,73171.4286,C
235,Uzbekistan,57,Germ of Maize,41,Productivity Indicator,2011,2011,800,C
235,Uzbekistan,58,Flour of Maize,41,Productivity Indicator,2011,2011,7500,C
235,Uzbekistan,59,Bran of Maize,41,Productivity Indicator,2011,2011,1700,C
235,Uzbekistan,60,Oil of Maize,41,Productivity Indicator,2011,2011,4500,C
235,Uzbekistan,61,Cake of Maize,41,Productivity Indicator,2011,2011,5000,C
235,Uzbekistan,71,Rye,41,Productivity Indicator,2011,2011,55000,C
235,Uzbekistan,75,Oats,41,Productivity Indicator,2011,2011,0,M
235,Uzbekistan,79,Millet,41,Productivity Indicator,2011,2011,36500,C
235,Uzbekistan,83,Sorghum,41,Productivity Indicator,2011,2011,45454.5455,C
235,Uzbekistan,89,Buckwheat,41,Productivity Indicator,2011,2011,0,M
235,Uzbekistan,108,Cereals nes,41,Productivity Indicator,2011,2011,21111.1111,C
235,Uzbekistan,111,Flour of Cereals,41,Productivity Indicator,2011,2011,8000,C
235,Uzbekistan,112,Bran of Cereals,41,Productivity Indicator,2011,2011,1900,C
235,Uzbekistan,116,Potatoes,41,Productivity Indicator,2011,2011,254774.282,C
235,Uzbekistan,157,Sugar Beets,41,Productivity Indicator,2011,2011,0,C
235,Uzbekistan,159,Beet Sugar,41,Productivity Indicator,2011,2011,0,C
235,Uzbekistan,164,Sugar Refined,41,Productivity Indicator,2011,2011,9200,C
235,Uzbekistan,165,Molasses,41,Productivity Indicator,2011,2011,400,C
235,Uzbekistan,169,"Beet Pulp, Dry",41,Productivity Indicator,2011,2011,500,C
235,Uzbekistan,181,"Broad Beans, Dry",41,Productivity Indicator,2011,2011,35833.3333,C
235,Uzbekistan,187,"Peas, Dry",41,Productivity Indicator,2011,2011,18181.8182,C
235,Uzbekistan,191,Chick-Peas,41,Productivity Indicator,2011,2011,13333.3333,C
235,Uzbekistan,201,Lentils,41,Productivity Indicator,2011,2011,7777.77778,C
235,Uzbekistan,211,Pulses nes,41,Productivity Indicator,2011,2011,14888.8889,C
235,Uzbekistan,221,Almonds,41,Productivity Indicator,2011,2011,30371.1275,C
235,Uzbekistan,222,Walnuts,41,Productivity Indicator,2011,2011,45476.5418,C
235,Uzbekistan,223,Pistachios,41,Productivity Indicator,2011,2011,1028.73031,C
235,Uzbekistan,225,Hazelnuts (Filberts),41,Productivity Indicator,2011,2011,9234.23423,C
235,Uzbekistan,231,Almonds Shelled,41,Productivity Indicator,2011,2011,5000,C
235,Uzbekistan,232,Walnuts Shelled,41,Productivity Indicator,2011,2011,7000,C
235,Uzbekistan,233,Hazelnuts Shelled,41,Productivity Indicator,2011,2011,5000,C
235,Uzbekistan,234,Nuts nes,41,Productivity Indicator,2011,2011,32435.0649,C
235,Uzbekistan,237,Oil of Soya Beans,41,Productivity Indicator,2011,2011,1818.18182,C
235,Uzbekistan,238,Cake of Soya Beans,41,Productivity Indicator,2011,2011,8000,C
235,Uzbekistan,242,Groundnuts in Shell,41,Productivity Indicator,2011,2011,14000,C
235,Uzbekistan,243,Groundnuts Shelled,41,Productivity Indicator,2011,2011,7000,C
235,Uzbekistan,244,Oil of Groundnuts,41,Productivity Indicator,2011,2011,4200,C
235,Uzbekistan,245,Cake of Groundnuts,41,Productivity Indicator,2011,2011,5500,C
235,Uzbekistan,260,Olives,41,Productivity Indicator,2011,2011,10505.0505,C
235,Uzbekistan,267,Sunflower Seed,41,Productivity Indicator,2011,2011,12000,C
235,Uzbekistan,270,Rapeseed,41,Productivity Indicator,2011,2011,8143.36075,C
235,Uzbekistan,271,Oil of Rapeseed,41,Productivity Indicator,2011,2011,3800,C
235,Uzbekistan,272,Cake of Rapeseed,41,Productivity Indicator,2011,2011,6000,C
235,Uzbekistan,280,Safflower Seed,41,Productivity Indicator,2011,2011,4832.67362,C
235,Uzbekistan,281,Oil of Safflower,41,Productivity Indicator,2011,2011,3400,C
235,Uzbekistan,282,Cake of Safflower,41,Productivity Indicator,2011,2011,6500,C
235,Uzbekistan,289,Sesame Seed,41,Productivity Indicator,2011,2011,5172.38806,C
235,Uzbekistan,328,Seed Cotton,41,Productivity Indicator,2011,2011,26203.7316,C
235,Uzbekistan,329,Cottonseed,41,Productivity Indicator,2011,2011,5656.04364,C
235,Uzbekistan,331,Oil of Cotton Seed,41,Productivity Indicator,2011,2011,1800.64309,C
235,Uzbekistan,332,Cake of Cotton Seed,41,Productivity Indicator,2011,2011,4300,C
235,Uzbekistan,333,Linseed,41,Productivity Indicator,2011,2011,3333.33333,C
235,Uzbekistan,334,Oil of Linseed,41,Productivity Indicator,2011,2011,3500,C
235,Uzbekistan,335,Cake of Linseed,41,Productivity Indicator,2011,2011,6000,C
235,Uzbekistan,339,Oilseeds nes,41,Productivity Indicator,2011,2011,11428.5714,C
235,Uzbekistan,343,Flour/Meal of Oilseeds,41,Productivity Indicator,2011,2011,8000,C
235,Uzbekistan,358,Cabbages,41,Productivity Indicator,2011,2011,567047.619,C
235,Uzbekistan,366,Artichokes,41,Productivity Indicator,2011,2011,240000,C
235,Uzbekistan,372,Lettuce,41,Productivity Indicator,2011,2011,150000,C
235,Uzbekistan,388,Tomatoes,41,Productivity Indicator,2011,2011,445689.655,C
235,Uzbekistan,390,Tomatojuice Single-Stren,41,Productivity Indicator,2011,2011,8000,C
235,Uzbekistan,391,Tomato Paste,41,Productivity Indicator,2011,2011,4000,C
235,Uzbekistan,392,Peeled Tomatoes,41,Productivity Indicator,2011,2011,8000,C
235,Uzbekistan,397,Cucumbers and Gherkins,41,Productivity Indicator,2011,2011,390909.091,C
235,Uzbekistan,399,Eggplants,41,Productivity Indicator,2011,2011,265000,C
235,Uzbekistan,401,"Chillies&Peppers, Green",41,Productivity Indicator,2011,2011,700000,C
235,Uzbekistan,403,"Onions, Dry",41,Productivity Indicator,2011,2011,382352.941,C
235,Uzbekistan,406,Garlic,41,Productivity Indicator,2011,2011,250000,C
235,Uzbekistan,407,Leeks and Oth.Alliac.Veg,41,Productivity Indicator,2011,2011,120000,C
235,Uzbekistan,414,"Beans, Green",41,Productivity Indicator,2011,2011,100000,C
235,Uzbekistan,417,"Peas, Green",41,Productivity Indicator,2011,2011,31000,C
235,Uzbekistan,420,"Broad Beans, Green",41,Productivity Indicator,2011,2011,77500,C
235,Uzbekistan,426,Carrots,41,Productivity Indicator,2011,2011,677777.778,C
235,Uzbekistan,450,Dried Mushrooms,41,Productivity Indicator,2011,2011,2000,C
235,Uzbekistan,463,Vegetables Fresh nes,41,Productivity Indicator,2011,2011,225910.064,C
235,Uzbekistan,469,Vegetables Dehydrated,41,Productivity Indicator,2011,2011,2000,C
235,Uzbekistan,471,Vegetables Pr by Vinegar,41,Productivity Indicator,2011,2011,13400,C
235,Uzbekistan,472,Vegetables Prepared nes,41,Productivity Indicator,2011,2011,6500,C
235,Uzbekistan,474,Veg. in Temp Preservativ,41,Productivity Indicator,2011,2011,10000,C
235,Uzbekistan,475,Veg.Prep or Pres.Frozen,41,Productivity Indicator,2011,2011,10000,C
235,Uzbekistan,476,Homogenized Veget. Prep.,41,Productivity Indicator,2011,2011,9000,C
235,Uzbekistan,495,Tang.Mand.Clement.Satsma,41,Productivity Indicator,2011,2011,127272.727,C
235,Uzbekistan,497,Lemons and Limes,41,Productivity Indicator,2011,2011,72727.2727,C
235,Uzbekistan,507,Grapefruit and Pomelos,41,Productivity Indicator,2011,2011,163636.364,C
235,Uzbekistan,512,Citrus Fruit nes,41,Productivity Indicator,2011,2011,190909.091,C
