2620,560,1
2625,521,1
2625,523,1
2625,526,1
2625,530,1
2625,531,1
2625,534,1
2625,536,1
2625,541,1
2625,542,1
2625,544,1
2625,547,1
2625,549,1
2625,550,1
2625,552,1
2625,554,1
2625,558,1
2625,569,1
2625,571,1
2625,572,1
2625,587,1
2625,591,1
2625,592,1
2625,600,1
2625,603,1
2625,619,1
2630,656,1
2633,661,1
2635,667,1
2635,671,1
2635,672,1
2640,687,1
2641,689,1
2642,698,1
2645,692,1
2645,693,1
2645,702,1
2645,711,1
2645,720,1
2645,723,1
2655,564,1
2656,51,1
2657,26,1
2657,39,1
2657,66,1
2657,82,1
2657,86,1
2657,517,1
2658,634,1
2659,632,1
2661,767,1
2662,780,1
2663,782,1
2664,771,1
2664,773,1
2664,774,1
2664,777,1
2664,778,1
2664,788,1
2665,789,1
2666,809,1
2667,800,1
2667,813,1
2667,821,1
2671,826,1
2672,836,1
2680,109,1
2701,866,1
2702,946,1
2703,976,1
2704,1016,1
2705,1034,1
2706,1057,1
2706,1068,1
2706,1072,1
2706,1079,1
2706,1083,1
2731,867,1
2731,947,1
2732,977,1
2732,1017,1
2733,1035,1
2734,1058,1
2734,1069,1
2734,1073,1
2734,1080,1
2735,1089,1
2735,1097,1
2735,1108,1
2735,1111,1
2735,1127,1
2735,1141,1
2735,1151,1
2735,1158,1
2735,1163,1
2735,1166,1
2735,1176,1
2736,868,1
2736,948,1
2736,978,1
2736,1018,1
2736,1036,1
2736,1059,1
2736,1074,1
2736,1075,1
2736,1081,1
2736,1098,1
2736,1128,1
2736,1159,1
2736,1167,1
2737,869,1
2737,871,1
2737,949,1
2737,979,1
2737,994,1
2737,1019,1
2737,1037,1
2737,1040,1
2737,1065,1
2737,1129,1
2737,1160,1
2737,1222,1
2740,886,1
2740,887,1
2740,952,1
2740,953,1
2740,983,1
2740,1022,1
2743,885,1
2744,916,0
2744,1062,1
2744,1091,1
2745,1182,1
2746,987,1
2746,988,1
2747,1185,1
2747,1186,1
2747,1187,1
2748,919,1
2748,957,1
2748,995,1
2748,1002,1
2748,1025,1
2748,1044,1
2748,1102,1
2748,1109,1
2748,1112,1
2748,1133,1
2748,1146,1
2748,1195,1
2748,1213,1
2749,1173,1
2749,1175,1
2761,1501,1
2762,1514,1
2763,1527,1
2764,1540,1
2765,1553,1
2766,1570,1
2767,1562,1
2768,1580,1
2768,1583,1
2769,1587,1
2775,1594,1
2781,1509,1
2781,1522,1
2781,1535,1
2781,1548,1
2781,1582,1
2782,1510,1
2782,1523,1
2782,1536,1
2782,1549,1
2804,27,1
2804,33,0
2804,35,0
2818,162,0.92
2820,242,1
2827,163,1
2827,162,1
2827,154,1
2827,155,1
2827,160,1
2827,161,1
2827,166,1
2827,167,1
2827,172,1
2827,173,1
2848,882,1
2848,903,0
2848,909,0
2848,910,0
2848,951,1
2848,982,1
2848,1020,1
2848,1130,1
2855,1511,1
2855,1524,1
2855,1537,1
2855,1550,1
2855,1559,1
2855,1567,1
2855,1576,1
2855,1581,1
2855,1584,1
2855,1591,1
